total_area,rooms,floors_total,living_area,floor,studio,open_plan,kitchen_area,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,ponds_around3000,log_price
33.0,1,25.0,18.5,21,,,13.0,Санкт-Петербург,36827.0,12348.0,1.0,1.0,15.919644834185693
31.0,1,5.0,17.0,3,,,5.5,Сестрорецк,61416.0,36122.0,0.0,1.0,14.930652476452392
31.0,1,5.0,17.0,5,,,5.0,деревня Келози,,,,,14.375126917328105
54.0,2,25.0,32.84,2,,,8.0,Санкт-Петербург,17138.0,15934.0,0.0,1.0,15.38412668421143
40.0,1,12.0,20.0,6,,,10.1,Санкт-Петербург,34298.0,14600.0,1.0,1.0,15.163583966004193
32.0,1,12.0,15.3,8,,,9.7,деревня Кудрово,,,,,14.96608290201874
48.4,2,16.0,25.6,7,,,7.4,Санкт-Петербург,44762.0,14989.0,1.0,0.0,15.341567078850604
46.0,2,5.0,28.6,5,,,5.5,Санкт-Петербург,12950.0,12955.0,0.0,1.0,15.137266664613225
70.0,3,16.0,44.0,2,,,8.0,Санкт-Петербург,14235.0,13031.0,0.0,0.0,15.562969942511762
47.0,2,5.0,28.0,2,,,8.5,городской поселок Большая Ижора,,,,,14.88022163978423
54.7,3,5.0,37.7,1,,,5.1,Санкт-Петербург,16950.0,16858.0,0.0,1.0,15.06541258071152
68.0,2,3.0,43.1,3,,,7.6,Пушкин,14464.0,26617.0,1.0,0.0,15.893701442898895
31.0,1,9.0,18.0,3,,,6.3,Санкт-Петербург,19309.0,18312.0,1.0,1.0,14.978661680269907
35.2,1,25.0,15.6,13,,,9.7,Санкт-Петербург,43250.0,11020.0,0.0,0.0,15.127889505312965
33.5,1,5.0,18.7,3,,,6.0,Шлиссельбург,,,,,14.430696737594902
45.7,1,26.0,18.0,15,,,13.1,посёлок Парголово,53963.0,18129.0,0.0,0.0,15.238619133170708
128.3,6,9.0,81.9,2,,,8.4,Сосновый Бор,,,,,15.955576839107596
47.2,2,5.0,25.6,2,,,8.9,Петергоф,39858.0,32540.0,0.0,0.0,15.330638010707329
43.0,1,25.0,21.5,17,,,9.6,Санкт-Петербург,36724.0,9781.0,1.0,0.0,15.520258832020865
40.0,1,19.0,,9,,,,Санкт-Петербург,32525.0,8665.0,0.0,1.0,15.226497775576945
33.9,1,24.0,14.6,18,,,9.5,Санкт-Петербург,,,,,15.131919059716477
29.0,1,5.0,15.1,3,,,7.2,посёлок Войскорово,,,,,14.375126917328105
60.0,2,2.0,36.0,2,,,,деревня Лесколово,,,,,14.80876270134486
36.0,1,12.0,17.22,2,,,9.0,Санкт-Петербург,20381.0,19383.0,0.0,1.0,15.0824584431417
66.4,2,23.0,28.0,15,,,14.0,Санкт-Петербург,38850.0,12548.0,1.0,0.0,16.213405921671733
36.0,1,19.0,16.0,12,,,10.0,Санкт-Петербург,18881.0,17734.0,0.0,2.0,15.238619133170708
31.2,1,9.0,15.6,2,,,8.2,Санкт-Петербург,43316.0,13496.0,0.0,0.0,15.18922639004183
45.0,1,9.0,,7,,,14.0,Санкт-Петербург,19309.0,18312.0,1.0,1.0,15.176487367510099
80.8,3,8.0,,3,,,,Санкт-Петербург,32551.0,4599.0,2.0,0.0,16.232081709433942
85.0,3,25.0,47.7,13,,,11.2,Санкт-Петербург,11405.0,13222.0,0.0,1.0,16.14765455028724
63.71,2,20.0,32.37,9,,,12.24,Санкт-Петербург,7651.0,14065.0,0.0,0.0,15.960856991559323
61.6,3,9.0,39.0,3,,,8.0,Санкт-Петербург,35759.0,10416.0,0.0,1.0,15.64006001130563
70.0,3,6.0,48.0,2,,,10.0,Санкт-Петербург,25510.0,5831.0,2.0,0.0,15.955576839107596
40.0,2,5.0,28.0,2,,,5.2,Выборг,,,,,14.648420115681892
70.0,2,17.0,27.6,7,,,9.9,Санкт-Петербург,15339.0,17046.0,0.0,0.0,15.747032114495013
45.0,2,9.0,27.0,6,,,7.0,Санкт-Петербург,46453.0,16598.0,0.0,0.0,15.201805169084134
110.0,3,6.0,85.0,5,,,22.0,Санкт-Петербург,23979.0,4242.0,1.0,0.0,17.39624788131366
25.0,0,21.0,19.0,6,,,,Санкт-Петербург,14741.0,12665.0,0.0,0.0,15.053885078862573
104.0,4,8.0,,5,,,,Санкт-Петербург,33584.0,14683.0,0.0,0.0,16.5563506464056
72.0,3,2.0,53.0,1,,,8.0,посёлок Ропша,,,,,14.77102238760702
153.3,5,7.0,95.1,4,,,20.7,Санкт-Петербург,22897.0,4388.0,0.0,1.0,17.50439003707821
70.0,3,16.0,43.4,5,,,8.5,Санкт-Петербург,31723.0,12728.0,0.0,0.0,15.631962802384313
74.0,3,5.0,48.0,4,,,7.5,Санкт-Петербург,16602.0,8133.0,0.0,1.0,15.894952224644102
44.7,2,5.0,30.4,5,,,7.0,Санкт-Петербург,41951.0,14455.0,1.0,0.0,15.214227685996272
58.5,2,17.0,34.3,3,,,10.7,Санкт-Петербург,34272.0,13736.0,0.0,0.0,15.607270193858982
35.9,1,20.0,18.7,10,,,10.5,Санкт-Петербург,35662.0,16699.0,0.0,1.0,15.226497775576945
46.0,2,5.0,28.0,1,,,6.5,Санкт-Петербург,22215.0,12885.0,0.0,1.0,15.163583966004193
51.4,2,9.0,32.73,5,,,6.72,Санкт-Петербург,19456.0,16257.0,0.0,0.0,15.201805169084134
37.0,1,15.0,,14,,,,Санкт-Петербург,30952.0,7091.0,1.0,2.0,15.201805169084134
39.8,2,3.0,27.1,1,,,5.5,Ломоносов,48781.0,52206.0,0.0,1.0,14.80876270134486
74.0,3,10.0,40.0,3,,,13.3,деревня Новое Девяткино,,,,,15.473738825043979
41.7,1,9.0,18.55,3,,,12.5,Санкт-Петербург,27310.0,6014.0,1.0,3.0,15.568529372126056
57.0,3,9.0,39.0,1,,,7.0,Колпино,27820.0,33606.0,0.0,1.0,15.238619133170708
32.0,1,25.0,16.0,19,,,8.7,Санкт-Петербург,43371.0,12155.0,0.0,0.0,15.214227685996272
33.6,1,13.0,17.1,10,,,9.9,Санкт-Петербург,37412.0,8370.0,1.0,2.0,15.35237799261728
45.0,1,26.0,16.0,25,,,13.0,посёлок Парголово,53148.0,19325.0,0.0,0.0,15.319588176962746
57.0,3,15.0,39.0,7,,,6.1,Санкт-Петербург,33018.0,12093.0,1.0,0.0,15.319588176962746
44.7,2,5.0,31.44,1,,,5.42,Санкт-Петербург,13911.0,14990.0,0.0,1.0,15.062543139106937
53.0,2,14.0,30.0,11,,,8.0,Санкт-Петербург,36909.0,10659.0,1.0,0.0,15.317363482435562
44.5,2,9.0,27.6,2,,,7.0,Санкт-Петербург,16007.0,10400.0,1.0,1.0,15.444751293772967
230.0,5,2.0,,2,,,,деревня Хязельки,,,,,16.213405921671733
40.0,1,12.0,21.0,4,,,6.7,Санкт-Петербург,46527.0,16047.0,0.0,0.0,15.274125813221904
120.1,3,25.0,63.7,19,,,32.3,Санкт-Петербург,51333.0,13056.0,0.0,0.0,17.034386422832473
88.8,3,21.0,52.2,3,,,15.4,Санкт-Петербург,17950.0,16952.0,1.0,3.0,16.308716093211594
46.5,2,5.0,30.05,5,,,5.5,Санкт-Петербург,40179.0,12683.0,0.0,0.0,15.096444681204078
31.0,1,18.0,16.0,17,,,5.0,Санкт-Петербург,35124.0,15426.0,2.0,3.0,15.096444681204078
91.0,3,17.0,,8,,,,Санкт-Петербург,35231.0,13301.0,0.0,1.0,16.166885910365842
65.6,3,5.0,41.7,5,,,7.4,Тихвин,,,,,14.790070575320824
48.0,2,9.0,29.0,4,,,6.0,Сосновый Бор,,,,,15.123843647884687
32.5,1,5.0,18.0,1,,,5.5,Пушкин,14196.0,26350.0,0.0,0.0,14.88022163978423
55.4,2,5.0,20.4,4,,,21.4,Санкт-Петербург,24702.0,4982.0,0.0,1.0,15.931766193248746
44.0,1,6.0,20.8,1,,,11.7,Пушкин,18557.0,30710.0,0.0,1.0,15.24342683358311
47.9,2,9.0,24.0,8,,,10.2,Санкт-Петербург,15390.0,14186.0,1.0,2.0,15.37890474132103
55.2,2,5.0,32.0,2,,,,Гатчина,,,,,15.096444681204078
85.1,3,11.0,50.3,9,,,11.7,Санкт-Петербург,23752.0,5823.0,1.0,3.0,16.06890551180956
37.0,1,26.0,15.0,12,,,14.0,посёлок Парголово,53162.0,19339.0,0.0,0.0,15.236206587347361
55.4,3,5.0,38.5,1,,,5.9,Санкт-Петербург,40204.0,9603.0,2.0,0.0,15.363073279446223
44.0,2,5.0,28.0,1,,,6.0,Санкт-Петербург,42480.0,8887.0,2.0,0.0,15.226497775576945
31.2,1,5.0,14.3,3,,,7.1,Сертолово,,,,,14.580978865220017
42.0,1,10.0,19.0,9,,,11.0,Санкт-Петербург,33632.0,12264.0,0.0,0.0,15.424948670398354
159.0,5,5.0,103.0,4,,,13.5,Санкт-Петербург,25709.0,4284.0,3.0,1.0,16.733281344102608
36.0,1,14.0,18.5,2,,,8.5,Санкт-Петербург,11020.0,13307.0,0.0,0.0,15.274125813221904
30.9,1,5.0,16.7,1,,,6.0,Кронштадт,68997.0,50722.0,1.0,2.0,14.731801689838349
51.4,2,9.0,29.0,6,,,7.5,Санкт-Петербург,45416.0,16845.0,1.0,0.0,15.360943353642055
47.0,2,5.0,,1,,,,Санкт-Петербург,21971.0,14701.0,0.0,0.0,15.068273812173887
34.0,1,9.0,16.8,2,,,8.5,деревня Старое Хинколово,,,,,14.77102238760702
77.0,3,3.0,42.0,2,,,22.0,Санкт-Петербург,24395.0,4647.0,1.0,0.0,15.830413711839864
45.8,2,9.0,26.7,9,,,6.3,Санкт-Петербург,14107.0,15101.0,0.0,1.0,15.414898336565054
184.0,5,7.0,142.0,5,,,15.0,Санкт-Петербург,22656.0,4288.0,1.0,0.0,16.705882371415992
40.0,1,9.0,,5,,,,посёлок Аннино,,,,,14.873301199334291
121.0,3,4.0,64.5,2,,,20.1,Санкт-Петербург,25342.0,4189.0,0.0,2.0,16.88356353960952
41.0,1,13.0,17.6,4,,,12.2,Санкт-Петербург,35513.0,15519.0,0.0,1.0,15.226497775576945
81.4,2,18.0,48.4,6,,,16.3,Санкт-Петербург,34432.0,12014.0,0.0,0.0,16.204273438942487
79.6,2,9.0,43.2,9,,,15.8,Всеволожск,,,,,15.379114143434787
47.0,2,9.0,29.0,5,,,7.0,Тосно,,,,,14.946912992035967
32.7,1,12.0,17.9,9,,,6.4,Санкт-Петербург,48769.0,15947.0,0.0,0.0,14.946912992035967
28.7,1,8.0,,1,,,,Санкт-Петербург,16286.0,15288.0,3.0,2.0,14.731801689838349
47.8,2,5.0,,2,,,,Санкт-Петербург,13553.0,9058.0,0.0,0.0,15.176487367510099
67.0,2,18.0,,6,,,,Санкт-Петербург,33623.0,14722.0,0.0,1.0,15.717618233614914
75.0,3,14.0,46.0,4,,,11.0,Санкт-Петербург,33976.0,12217.0,0.0,0.0,15.789591722875162
44.0,2,5.0,29.0,5,,,7.0,Кириши,,,,,14.272936037914342
85.0,3,17.0,48.0,7,,,11.2,Санкт-Петербург,32127.0,12719.0,0.0,0.0,16.02378508137718
60.0,2,10.0,,7,,,,Санкт-Петербург,30743.0,4282.0,1.0,1.0,15.931766193248746
42.8,1,10.0,18.6,9,,,10.8,Всеволожск,,,,,14.767168819776032
37.0,1,19.0,18.0,6,,,10.7,Санкт-Петербург,34324.0,14192.0,0.0,0.0,15.285686632949897
68.0,3,9.0,46.0,4,,,8.3,Санкт-Петербург,30367.0,7400.0,0.0,1.0,15.803385043104912
59.0,3,9.0,40.0,4,,,7.0,Санкт-Петербург,26662.0,12711.0,0.0,0.0,15.46416937585933
44.3,2,5.0,31.2,5,,,5.4,деревня Заклинье,,,,,14.187074804051692
58.0,2,7.0,31.2,6,,,10.7,Санкт-Петербург,23808.0,5332.0,1.0,1.0,15.90737474309945
47.3,2,7.0,26.6,1,,,7.3,Петергоф,45930.0,49354.0,1.0,0.0,15.053885078862573
54.5,2,4.0,33.3,4,,,8.1,Павловск,20016.0,32169.0,2.0,1.0,15.382041178155344
33.5,1,9.0,17.6,5,,,8.4,Санкт-Петербург,20421.0,22133.0,0.0,0.0,14.99416586199818
45.0,2,5.0,27.0,2,,,6.0,Санкт-Петербург,50918.0,12114.0,2.0,1.0,15.373655386537118
41.9,1,17.0,17.1,5,,,13.1,Санкт-Петербург,15577.0,7605.0,0.0,0.0,15.50005612841392
50.0,2,12.0,28.0,4,,,7.0,Санкт-Петербург,28313.0,13188.0,1.0,1.0,15.46416937585933
183.0,5,14.0,112.0,4,,,14.0,Санкт-Петербург,10997.0,11082.0,0.0,1.0,16.108045416114916
55.5,3,5.0,42.9,4,,,5.0,деревня Большие Колпаны,,,,,14.751604309291395
46.1,2,5.0,32.0,1,,,7.0,Санкт-Петербург,32472.0,9550.0,0.0,0.0,15.096444681204078
60.0,2,15.0,30.0,12,,,10.0,Санкт-Петербург,27573.0,9436.0,1.0,0.0,15.623799493077952
100.8,3,10.0,59.0,4,,,17.1,Пушкин,18539.0,30693.0,1.0,1.0,15.990262393084793
60.0,3,5.0,35.0,4,,,10.0,посёлок городского типа Сиверский,,,,,14.580978865220017
65.0,2,10.0,34.6,4,,,10.8,Санкт-Петербург,36395.0,10753.0,0.0,0.0,15.671808704579888
42.1,1,24.0,,3,,,,Санкт-Петербург,43982.0,13562.0,1.0,0.0,15.598901945589025
67.7,3,5.0,49.5,2,,,7.6,Санкт-Петербург,21681.0,6073.0,1.0,1.0,15.694975760283178
63.0,3,5.0,46.0,3,,,5.5,Луга,,,,,14.88022163978423
81.3,3,8.0,57.6,3,,,8.2,Красное Село,25359.0,28784.0,0.0,0.0,15.483217567201578
70.0,2,13.0,36.0,13,,,13.0,Санкт-Петербург,37347.0,9820.0,1.0,0.0,15.894952224644102
34.4,1,18.0,15.04,14,,,9.16,посёлок Мурино,,,,,14.77102238760702
44.7,1,18.0,15.0,8,,,22.0,Санкт-Петербург,15834.0,15443.0,1.0,0.0,15.473738825043979
54.0,2,4.0,34.0,4,,,9.4,Санкт-Петербург,21724.0,15675.0,0.0,2.0,15.150511887854474
46.3,1,19.0,20.5,18,,,15.0,Санкт-Петербург,43058.0,13495.0,1.0,0.0,15.656060350091908
47.0,2,9.0,27.7,9,,,6.7,Санкт-Петербург,12148.0,11195.0,0.0,1.0,15.422946668128484
35.1,1,10.0,18.0,1,,,8.5,Санкт-Петербург,39314.0,14598.0,0.0,0.0,14.946912992035967
51.0,2,12.0,,1,,,,Санкт-Петербург,30006.0,6201.0,0.0,1.0,15.59046307836746
42.1,1,9.0,18.6,7,,,10.9,Санкт-Петербург,40837.0,16704.0,0.0,0.0,15.053885078862573
42.07,1,15.0,,8,,,11.11,посёлок Новогорелово,,,,,14.757964430428414
46.2,2,5.0,29.7,2,,,6.8,Санкт-Петербург,21632.0,14361.0,0.0,0.0,15.18922639004183
36.0,1,5.0,19.0,3,,,7.0,Тихвин,,,,,14.220976332738882
35.86,1,17.0,14.28,4,,,8.47,посёлок Бугры,,,,,14.786289853910306
39.5,1,12.0,20.4,9,,,8.4,Санкт-Петербург,33007.0,13820.0,0.0,2.0,15.330638010707329
55.0,2,12.0,29.6,11,,,8.9,Санкт-Петербург,25898.0,10071.0,1.0,0.0,15.78262305453032
34.0,1,3.0,18.0,3,,,8.0,деревня Бегуницы,,,,,14.115615891155079
49.0,2,9.0,34.0,9,,,7.0,Санкт-Петербург,46679.0,15419.0,0.0,0.0,15.373655386537118
42.9,2,5.0,26.8,5,,,5.8,Санкт-Петербург,36817.0,9488.0,2.0,1.0,15.053885078862573
56.65,1,25.0,22.4,5,,,18.5,посёлок Парголово,61695.0,20851.0,0.0,0.0,15.024471202308668
56.8,2,3.0,31.9,3,,,10.0,деревня Ваганово,,,,,14.648420115681892
54.9,2,14.0,,10,,,,Санкт-Петербург,12819.0,12731.0,0.0,0.0,15.53827733427679
75.2,3,18.0,51.0,18,,,8.0,Санкт-Петербург,10823.0,14782.0,0.0,0.0,15.931766193248746
31.0,1,5.0,17.0,3,,,6.0,посёлок городского типа Сиверский,,,,,14.603968372873895
60.0,3,9.0,43.5,8,,,6.3,Санкт-Петербург,49281.0,15106.0,1.0,1.0,15.341567078850604
29.2,1,9.0,16.0,6,,,6.7,Санкт-Петербург,27855.0,11920.0,0.0,0.0,14.862829903121964
49.0,2,9.0,31.5,4,,,6.0,Санкт-Петербург,15964.0,9626.0,1.0,3.0,15.598901945589025
41.4,1,15.0,,13,,,,Санкт-Петербург,26904.0,13265.0,0.0,0.0,15.18922639004183
38.0,1,5.0,27.0,3,,,6.0,Выборг,,,,,14.603968372873895
120.1,4,6.0,73.4,4,,,11.0,Санкт-Петербург,21850.0,1990.0,3.0,2.0,16.185754392890075
43.0,2,5.0,27.0,2,,,5.0,Санкт-Петербург,36818.0,9488.0,2.0,1.0,15.039286283703994
40.0,1,16.0,36.0,13,,,10.2,Санкт-Петербург,34201.0,14069.0,0.0,0.0,15.394489469099211
97.5,3,7.0,70.0,6,,,11.0,Санкт-Петербург,25381.0,4229.0,0.0,3.0,17.370858648025116
36.0,1,5.0,,5,,,,Выборг,,,,,14.53335083891935
61.5,2,23.0,32.6,13,,,13.5,Санкт-Петербург,15749.0,14545.0,0.0,0.0,15.816990693309524
68.1,2,25.0,34.3,3,,,11.8,Санкт-Петербург,37006.0,15157.0,0.0,0.0,15.850216336521664
39.3,1,16.0,18.9,5,,,10.5,Санкт-Петербург,10949.0,12890.0,0.0,0.0,15.308414878861498
57.8,2,25.0,31.55,15,,,10.3,Кудрово,,,,,15.54273168383252
70.0,3,6.0,51.0,6,,,27.0,Санкт-Петербург,22748.0,1884.0,3.0,2.0,16.166885910365842
50.0,2,3.0,26.0,1,,,7.5,посёлок Сосново,,,,,14.690979711984754
72.0,2,18.0,31.0,9,,,12.0,Санкт-Петербург,30954.0,8248.0,0.0,2.0,16.056220353623207
54.0,2,9.0,34.0,6,,,7.8,деревня Старая,,,,,15.096444681204078
75.0,2,4.0,39.6,3,,,9.2,Санкт-Петербург,21223.0,904.0,3.0,3.0,15.830413711839864
57.5,3,9.0,39.1,3,,,6.3,Санкт-Петербург,50421.0,14775.0,0.0,0.0,15.483217567201578
33.0,1,9.0,18.0,8,,,6.5,Санкт-Петербург,38177.0,10649.0,1.0,1.0,15.009433329466965
43.0,2,25.0,18.6,16,,,12.0,Санкт-Петербург,51299.0,14592.0,0.0,0.0,15.631962802384313
90.0,3,17.0,52.0,9,,,9.0,Санкт-Петербург,13172.0,11969.0,0.0,0.0,16.118095750958314
201.0,6,6.0,136.0,2,,,20.0,Санкт-Петербург,26995.0,5698.0,3.0,1.0,16.759949589762293
75.5,3,5.0,46.2,3,,,7.5,Санкт-Петербург,30102.0,8950.0,2.0,0.0,15.978833698567334
64.8,2,25.0,30.0,3,,,18.0,Санкт-Петербург,36413.0,11001.0,0.0,0.0,15.955576839107596
31.0,1,9.0,16.0,8,,,8.0,Санкт-Петербург,45756.0,14755.0,1.0,0.0,15.11023799953124
61.0,3,9.0,44.0,5,,,6.2,Санкт-Петербург,47576.0,16518.0,0.0,0.0,15.317363482435562
64.2,2,24.0,39.4,23,,,10.6,Санкт-Петербург,37625.0,14153.0,0.0,0.0,15.89993976553325
72.1,3,5.0,40.3,1,,,,посёлок Шушары,18207.0,30899.0,0.0,0.0,15.050749734929461
54.0,1,16.0,14.0,6,,,24.0,Санкт-Петербург,41752.0,15653.0,0.0,1.0,15.176487367510099
53.3,2,6.0,35.5,6,,,7.2,Санкт-Петербург,9740.0,10123.0,1.0,0.0,15.775605482856605
34.0,1,9.0,16.0,4,,,8.5,Санкт-Петербург,15892.0,14433.0,1.0,0.0,15.876024217147117
75.9,2,5.0,39.8,2,,,12.4,Санкт-Петербург,20193.0,1509.0,3.0,3.0,15.789591722875162
77.1,3,10.0,45.8,2,,,10.4,Всеволожск,,,,,15.363073279446223
86.3,2,5.0,28.0,4,,,48.3,Санкт-Петербург,24691.0,2434.0,0.0,0.0,16.066802461833923
44.0,2,9.0,30.0,8,,,7.0,Санкт-Петербург,48498.0,16337.0,0.0,0.0,15.274125813221904
36.7,1,23.0,15.79,23,,,8.65,Санкт-Петербург,43820.0,10987.0,0.0,0.0,15.19165382057852
46.0,2,5.0,30.0,5,,,5.0,Санкт-Петербург,16005.0,11543.0,1.0,1.0,15.285686632949897
60.0,2,5.0,36.3,3,,,8.5,Санкт-Петербург,27081.0,8182.0,1.0,1.0,15.687312888712007
88.7,3,12.0,49.0,7,,,15.3,Санкт-Петербург,23276.0,7550.0,1.0,2.0,16.097893045681612
120.0,4,6.0,71.0,2,,,7.0,Санкт-Петербург,26528.0,5231.0,1.0,1.0,16.588099342704055
68.72,2,16.0,34.6,8,,,10.2,Санкт-Петербург,37434.0,8460.0,1.0,2.0,16.023235479884875
76.6,3,10.0,47.7,10,,,10.1,посёлок Парголово,53362.0,23287.0,0.0,0.0,15.444751293772967
40.0,1,23.0,18.0,3,,,10.0,Санкт-Петербург,15297.0,13279.0,0.0,1.0,15.274125813221904
70.0,1,19.0,,19,,,,посёлок Мурино,,,,,15.573368647930426
96.0,3,3.0,61.6,3,,,8.5,Кронштадт,69690.0,51415.0,3.0,3.0,15.919644834185693
70.0,3,25.0,42.0,23,,,10.2,посёлок Мурино,,,,,15.564710586686562
112.7,4,4.0,76.2,2,,,16.0,Санкт-Петербург,23128.0,4619.0,0.0,1.0,16.249124001084017
53.0,2,6.0,30.4,1,,,7.6,Санкт-Петербург,24879.0,6177.0,1.0,0.0,15.882373444019521
30.0,1,12.0,17.0,12,,,6.3,Санкт-Петербург,49998.0,15968.0,1.0,1.0,14.898332499364676
188.1,6,3.0,80.0,3,,,32.0,Павловск,21504.0,33657.0,1.0,3.0,16.489659276356317
62.3,3,9.0,40.0,5,,,9.5,Санкт-Петербург,12975.0,15566.0,0.0,0.0,15.394489469099211
58.0,3,6.0,35.2,6,,,11.0,,26090.0,4805.0,0.0,1.0,15.59046307836746
81.4,3,4.0,47.0,3,,,11.0,Пушкин,18724.0,30878.0,1.0,0.0,16.118095750958314
114.0,4,16.0,68.0,1,,,15.0,Санкт-Петербург,32775.0,13874.0,0.0,1.0,16.34043896216581
103.1,3,5.0,66.1,2,,,17.2,Санкт-Петербург,21385.0,4013.0,0.0,1.0,16.300417291085605
31.0,1,5.0,18.0,1,,,6.0,Пушкин,14309.0,26462.0,0.0,0.0,14.946912992035967
49.8,1,4.0,22.3,3,,,11.0,Всеволожск,,,,,15.200554387495371
47.0,2,5.0,29.0,1,,,6.5,Кириши,,,,,14.357835430184815
56.0,2,12.0,33.0,9,,,11.0,Санкт-Петербург,33458.0,12386.0,1.0,2.0,15.581781435394545
97.2,3,6.0,63.0,2,,,25.0,Санкт-Петербург,23690.0,3231.0,0.0,1.0,16.066802461833923
43.4,2,5.0,29.1,5,,,5.0,Санкт-Петербург,18574.0,21999.0,0.0,2.0,15.201805169084134
87.0,4,10.0,54.6,6,,,11.5,Санкт-Петербург,34491.0,14877.0,1.0,2.0,15.955576839107596
31.2,1,5.0,19.0,1,,,5.2,поселок городского типа Назия,,,,,14.038654909278163
100.0,3,5.0,,4,,,,Выборг,,,,,15.226497775576945
40.86,1,13.0,17.66,12,,,10.69,посёлок Мурино,,,,,14.866402460046812
44.1,2,9.0,27.4,3,,,6.7,Санкт-Петербург,29712.0,10876.0,0.0,1.0,15.520258832020865
206.0,7,6.0,142.0,2,,,16.2,Санкт-Петербург,25079.0,5544.0,0.0,1.0,16.94664751219259
40.1,1,5.0,18.2,1,,,8.4,Петергоф,36438.0,39863.0,0.0,0.0,14.80876270134486
52.5,2,10.0,,4,,,,Всеволожск,,,,,15.35237799261728
36.3,1,16.0,16.5,10,,,9.0,Колпино,25518.0,31305.0,1.0,0.0,14.845130332288226
53.3,2,5.0,29.6,2,,,8.7,поселок городского типа Лебяжье,,,,,14.727793670047236
32.0,1,9.0,,9,,,,Санкт-Петербург,38195.0,10667.0,0.0,1.0,15.009433329466965
30.0,1,5.0,15.0,4,,,7.17,Санкт-Петербург,27711.0,11991.0,2.0,0.0,14.914123179965662
123.0,3,5.0,66.0,5,,,17.6,Санкт-Петербург,17720.0,16722.0,3.0,2.0,16.614992396738028
73.0,3,10.0,47.0,4,,,9.0,Санкт-Петербург,31118.0,7257.0,1.0,1.0,15.919644834185693
35.5,1,10.0,15.8,5,,,8.3,Санкт-Петербург,12881.0,12103.0,2.0,1.0,14.946912992035967
67.0,2,8.0,25.0,5,,,16.2,Санкт-Петербург,26001.0,4576.0,1.0,1.0,15.710127563007966
57.0,3,5.0,39.0,2,,,5.0,посёлок Металлострой,26674.0,28386.0,0.0,0.0,15.123843647884687
90.5,4,7.0,62.1,5,,,8.3,Санкт-Петербург,27726.0,9632.0,0.0,2.0,15.919644834185693
86.0,3,19.0,48.2,7,,,12.0,Санкт-Петербург,38092.0,14935.0,0.0,1.0,15.978833698567334
51.1,2,10.0,30.6,1,,,8.4,Санкт-Петербург,39430.0,14714.0,0.0,0.0,15.3193659300949
33.3,1,9.0,17.6,6,,,8.4,Санкт-Петербург,36221.0,13135.0,0.0,1.0,15.226497775576945
38.0,1,3.0,20.0,3,,,8.0,Зеленогорск,72078.0,53177.0,3.0,2.0,15.26242977619469
52.1,2,16.0,30.0,1,,,10.0,Санкт-Петербург,14235.0,13031.0,0.0,0.0,15.520258832020865
71.0,3,9.0,42.0,2,,,8.3,Колпино,28298.0,34084.0,0.0,2.0,15.59046307836746
74.0,2,10.0,,6,,,,Кингисепп,,,,,14.910784279814974
88.0,3,15.0,56.0,5,,,11.0,Санкт-Петербург,34947.0,13016.0,1.0,1.0,16.012735246411598
55.7,2,28.0,31.2,13,,,9.2,Санкт-Петербург,48847.0,16685.0,0.0,0.0,15.551581297543178
48.5,2,12.0,28.6,4,,,7.7,Санкт-Петербург,47877.0,15971.0,0.0,0.0,15.363073279446223
23.0,1,9.0,12.6,1,,,5.0,Санкт-Петербург,11813.0,11881.0,1.0,1.0,14.946912992035967
34.0,1,9.0,19.0,8,,,7.1,Колпино,26765.0,32551.0,1.0,1.0,14.669926311652166
38.0,1,9.0,19.5,1,,,,Санкт-Петербург,27103.0,7640.0,1.0,0.0,15.2902737959047
68.0,3,5.0,53.0,5,,,8.0,Санкт-Петербург,17133.0,6074.0,2.0,0.0,15.46416937585933
75.65,3,18.0,43.3,16,,,11.8,посёлок Мурино,,,,,15.434898999271326
62.7,3,9.0,45.0,5,,,6.2,Санкт-Петербург,14549.0,21815.0,1.0,2.0,15.29711532616119
98.0,3,13.0,53.4,1,,,12.0,Санкт-Петербург,14482.0,15254.0,1.0,0.0,16.034714150714915
64.4,3,9.0,28.0,7,,,6.3,Санкт-Петербург,46548.0,16476.0,0.0,0.0,15.424948670398354
44.0,1,16.0,17.0,9,,,10.0,Санкт-Петербург,18357.0,21796.0,0.0,1.0,15.226497775576945
44.0,2,5.0,28.0,4,,,5.5,Петергоф,36826.0,32015.0,3.0,3.0,14.897316067298997
173.1,4,16.0,,15,,,,Санкт-Петербург,33313.0,4600.0,1.0,0.0,17.9477287886617
39.0,1,21.0,18.0,9,,,11.0,Санкт-Петербург,7659.0,13841.0,0.0,0.0,15.501909696719672
97.0,5,4.0,75.0,1,,,14.0,Санкт-Петербург,22431.0,2784.0,2.0,3.0,16.257857680289998
61.0,3,9.0,41.2,2,,,7.1,Санкт-Петербург,14428.0,15421.0,0.0,1.0,15.581952390148196
48.0,1,25.0,25.0,13,,,14.0,Санкт-Петербург,44382.0,16921.0,0.0,0.0,15.53827733427679
39.3,1,22.0,18.0,10,,,11.0,Санкт-Петербург,15533.0,14329.0,1.0,1.0,15.308414878861498
64.0,3,9.0,45.0,7,,,7.0,Тихвин,,,,,14.576316854287645
125.0,3,4.0,77.0,2,,,16.0,Санкт-Петербург,21390.0,1053.0,1.0,2.0,16.29204904211537
