total_area,rooms,floors_total,living_area,floor,studio,open_plan,kitchen_area,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,ponds_around3000,log_price
77.5,3,18.0,47.2,10,,,13.9,Санкт-Петербург,15114.0,12702.0,0.0,0.0,15.717618233614914
98.0,2,16.0,37.0,7,,,19.0,Санкт-Петербург,37244.0,12765.0,0.0,0.0,16.52356082573315
45.2,2,9.0,27.3,9,,,6.3,Санкт-Петербург,51425.0,14437.0,1.0,0.0,15.250595321348806
47.0,1,16.0,18.0,16,,,14.0,Санкт-Петербург,15903.0,7953.0,1.0,0.0,16.000312627801936
44.0,2,5.0,24.0,5,,,9.0,посёлок городского типа Сиверский,,,,,13.997832948091215
44.0,2,15.0,27.0,10,,,6.3,Санкт-Петербург,51842.0,14019.0,0.0,1.0,15.278766191701747
61.0,3,5.0,43.6,2,,,7.0,Санкт-Петербург,21547.0,14276.0,1.0,0.0,15.274125813221904
54.34,2,23.0,29.2,13,,,9.2,Санкт-Петербург,43074.0,10820.0,0.0,0.0,15.49633865270477
44.5,2,5.0,29.0,2,,,6.0,Санкт-Петербург,11448.0,10062.0,0.0,0.0,15.404745967162468
46.0,2,5.0,31.0,1,,,6.4,Санкт-Петербург,36185.0,9866.0,1.0,0.0,15.009433329466965
36.6,1,2.0,,1,,,,поселок городского типа Красный Бор,,,,,14.48334044336031
30.0,1,9.0,14.9,3,,,8.5,Санкт-Петербург,10409.0,14775.0,0.0,1.0,15.0824584431417
31.0,1,9.0,16.0,4,,,8.0,Санкт-Петербург,42270.0,9229.0,0.0,0.0,14.914123179965662
53.0,2,5.0,30.0,5,,,8.0,Волосово,,,,,14.827111833279051
102.1,3,6.0,67.2,4,,,10.0,Санкт-Петербург,24148.0,4716.0,1.0,0.0,16.012735246411598
60.1,3,9.0,43.1,2,,,6.2,Санкт-Петербург,47930.0,16240.0,0.0,0.0,15.49260730578806
56.2,3,5.0,41.3,5,,,5.5,Санкт-Петербург,11522.0,9041.0,0.0,0.0,15.60643651324941
53.0,2,25.0,27.2,23,,,21.0,Санкт-Петербург,37781.0,14657.0,0.0,0.0,15.732433317205148
64.1,2,10.0,37.6,5,,,9.9,Санкт-Петербург,23639.0,5164.0,0.0,1.0,15.752904259093341
88.0,2,7.0,46.5,2,,,14.6,Санкт-Петербург,51465.0,15116.0,0.0,0.0,16.395727463314174
69.1,3,5.0,42.7,2,,,8.5,городской посёлок Виллози,,,,,15.149195232316444
61.2,2,16.0,34.2,6,,,10.5,Санкт-Петербург,44881.0,17385.0,1.0,0.0,15.882373444019521
56.0,3,9.0,36.0,2,,,8.0,Санкт-Петербург,23180.0,15794.0,0.0,0.0,15.371547904641702
37.0,1,17.0,20.0,16,,,8.0,Санкт-Петербург,37406.0,12928.0,0.0,0.0,15.414898336565054
39.8,1,12.0,19.7,8,,,8.5,Санкт-Петербург,38128.0,13650.0,1.0,2.0,15.181602466868654
73.83,2,21.0,31.65,17,,,21.55,Санкт-Петербург,35129.0,16293.0,0.0,1.0,15.811570626574614
44.0,2,5.0,27.0,2,,,7.0,Санкт-Петербург,24496.0,12066.0,1.0,0.0,15.226497775576945
31.3,1,5.0,18.4,3,,,5.6,Санкт-Петербург,39511.0,8770.0,2.0,0.0,15.176487367510099
85.0,3,25.0,48.0,9,,,14.0,Санкт-Петербург,32837.0,13936.0,0.0,0.0,16.097893045681612
36.0,1,9.0,17.6,6,,,8.3,Санкт-Петербург,32106.0,5065.0,0.0,2.0,15.607270193858982
47.4,2,16.0,27.1,1,,,7.0,Санкт-Петербург,14514.0,16558.0,1.0,0.0,15.163583966004193
83.2,2,17.0,44.2,16,,,14.0,посёлок Бугры,,,,,15.605602137036527
50.8,2,10.0,30.5,6,,,8.6,Санкт-Петербург,29709.0,11493.0,2.0,1.0,15.50005612841392
67.5,3,5.0,45.8,5,,,7.0,деревня Лесколово,,,,,14.946912992035967
61.0,3,9.0,44.0,5,,,6.3,Санкт-Петербург,48175.0,16156.0,0.0,0.0,15.648092181712572
32.0,1,9.0,16.5,9,,,8.7,Санкт-Петербург,11992.0,12945.0,1.0,1.0,15.039286283703994
43.8,1,14.0,17.9,3,,,11.85,Санкт-Петербург,27314.0,6017.0,1.0,3.0,15.670995874449918
65.0,3,5.0,40.0,1,,,18.0,Санкт-Петербург,24555.0,4122.0,1.0,3.0,15.955576839107596
32.4,1,5.0,18.3,2,,,5.4,деревня Старая,,,,,14.557448378884015
37.39,1,12.0,15.0,12,,,10.87,посёлок Мурино,,,,,14.846647038108992
32.0,1,5.0,,1,,,,Санкт-Петербург,42629.0,15133.0,0.0,0.0,14.897316067298997
34.17,1,21.0,15.03,8,,,10.39,Санкт-Петербург,35129.0,16293.0,0.0,1.0,15.090873637706453
38.0,1,10.0,18.3,9,,,8.4,посёлок Стрельна,28397.0,23576.0,0.0,0.0,15.062543139106937
49.06,2,9.0,30.9,8,,,5.7,Санкт-Петербург,48522.0,16360.0,0.0,0.0,15.163583966004193
80.9,4,9.0,57.1,2,,,8.5,Санкт-Петербург,13557.0,12353.0,0.0,0.0,15.747032114495013
230.0,4,3.0,90.0,2,,,70.0,Санкт-Петербург,39422.0,15354.0,0.0,1.0,17.00598694946304
65.1,3,14.0,41.6,9,,,8.2,Санкт-Петербург,34016.0,11581.0,1.0,1.0,15.53827733427679
91.0,3,13.0,59.7,12,,,10.0,Санкт-Петербург,14506.0,13303.0,0.0,0.0,15.931766193248746
57.0,2,16.0,28.0,2,,,8.2,Санкт-Петербург,32674.0,11661.0,1.0,0.0,15.404745967162468
42.0,2,5.0,,1,,,7.0,Пикалёво,,,,,13.541075028051122
54.0,2,16.0,31.0,4,,,9.0,Санкт-Петербург,33301.0,13041.0,0.0,1.0,15.520258832020865
39.0,1,13.0,17.0,2,,,12.2,Санкт-Петербург,35513.0,15519.0,0.0,1.0,15.292559510663105
68.1,3,5.0,41.7,5,,,14.4,Санкт-Петербург,25309.0,3884.0,1.0,0.0,15.830413711839864
39.0,1,9.0,17.0,6,,,11.0,Кудрово,,,,,15.176487367510099
47.4,2,5.0,32.5,3,,,6.0,Сланцы,,,,,13.567050480716235
42.0,2,7.0,27.0,4,,,6.0,Санкт-Петербург,35890.0,9841.0,0.0,0.0,14.887094516710158
78.6,3,5.0,51.4,3,,,9.0,Санкт-Петербург,20930.0,1641.0,2.0,3.0,16.108045416114916
68.2,2,24.0,,3,,,12.0,Санкт-Петербург,17618.0,14600.0,2.0,0.0,15.85543147152083
56.0,2,5.0,29.7,4,,,9.0,Коммунар,,,,,14.88022163978423
56.0,2,4.0,28.0,1,,,11.3,Санкт-Петербург,25415.0,4262.0,0.0,1.0,15.830413711839864
39.1,1,16.0,16.0,7,,,11.0,Санкт-Петербург,27428.0,9241.0,0.0,0.0,15.285686632949897
46.0,2,9.0,27.0,6,,,6.3,Санкт-Петербург,46501.0,16386.0,0.0,0.0,15.18922639004183
54.6,2,12.0,30.0,2,,,10.3,Санкт-Петербург,15760.0,15976.0,1.0,0.0,15.308414878861498
100.0,4,15.0,60.9,6,,,10.5,Санкт-Петербург,49888.0,16139.0,1.0,0.0,16.066802461833923
125.0,7,6.0,82.0,5,,,24.0,Санкт-Петербург,24697.0,5265.0,1.0,0.0,16.300417291085605
42.7,1,14.0,18.6,5,,,11.7,Санкт-Петербург,11270.0,12720.0,0.0,0.0,15.424948670398354
99.0,5,15.0,70.0,2,,,10.0,Колпино,25978.0,31764.0,0.0,0.0,15.569914413658926
44.0,2,9.0,26.0,3,,,6.0,Санкт-Петербург,14846.0,10652.0,0.0,1.0,15.250595321348806
119.0,3,9.0,75.0,7,,,19.0,Санкт-Петербург,26055.0,4800.0,1.0,1.0,17.281246492014
44.0,2,2.0,30.0,2,,,8.0,деревня Ялгино,,,,,13.563196916350243
75.0,3,5.0,47.0,5,,,9.0,Санкт-Петербург,39119.0,10822.0,0.0,0.0,16.034714150714915
35.0,1,20.0,17.0,7,,,10.0,Кудрово,,,,,15.201805169084134
41.6,1,17.0,16.5,12,,,11.7,Санкт-Петербург,17209.0,16005.0,1.0,2.0,15.226497775576945
87.0,2,25.0,34.0,15,,,19.0,Санкт-Петербург,48012.0,15501.0,0.0,0.0,16.066802461833923
90.0,3,5.0,56.7,5,,,11.0,Выборг,,,,,15.53827733427679
42.0,1,17.0,16.6,10,,,11.7,Санкт-Петербург,39336.0,15181.0,0.0,0.0,15.501909696719672
64.4,2,5.0,40.7,2,,,8.1,Санкт-Петербург,26803.0,5505.0,1.0,0.0,15.671808704579888
69.0,3,16.0,42.0,15,,,9.0,Санкт-Петербург,48199.0,15378.0,0.0,0.0,15.638445806211655
60.0,2,3.0,36.0,1,,,8.0,Санкт-Петербург,36917.0,9108.0,1.0,3.0,15.59046307836746
62.0,2,14.0,35.0,10,,,10.0,Санкт-Петербург,28858.0,11813.0,0.0,1.0,15.717618233614914
178.3,4,5.0,73.5,1,,,39.9,Санкт-Петербург,16889.0,15891.0,3.0,1.0,16.796826463249655
72.2,3,9.0,46.0,1,,,7.9,Санкт-Петербург,32595.0,11670.0,1.0,0.0,15.607270193858982
100.0,3,16.0,52.0,3,,,11.0,Санкт-Петербург,37407.0,8434.0,1.0,2.0,16.30341279981615
60.6,3,9.0,43.5,1,,,6.5,Санкт-Петербург,51048.0,14346.0,0.0,0.0,15.856731016694035
32.0,1,5.0,18.0,3,,,5.5,Гатчина,,,,,14.669926311652166
62.7,3,14.0,44.1,10,,,7.5,Санкт-Петербург,41082.0,11214.0,3.0,0.0,15.843658936835498
42.0,2,9.0,25.0,5,,,7.0,Санкт-Петербург,16032.0,13002.0,1.0,0.0,15.363073279446223
52.0,2,17.0,,15,,,,посёлок Мурино,,,,,15.336117475270969
76.0,3,2.0,42.0,2,,,8.0,посёлок Парголово,55453.0,18153.0,1.0,3.0,15.623799493077952
60.0,3,1.0,50.0,1,,,10.0,поселок станции Вещево,,,,,14.910784279814974
71.0,3,12.0,44.0,5,,,8.0,Санкт-Петербург,13941.0,15084.0,0.0,0.0,15.663965528349177
61.0,2,23.0,32.0,6,,,12.0,Санкт-Петербург,21743.0,17071.0,0.0,1.0,15.46070183307986
43.0,1,18.0,21.0,15,,,11.0,Санкт-Петербург,11987.0,11444.0,1.0,1.0,15.53827733427679
58.1,2,24.0,31.0,6,,,10.1,Санкт-Петербург,33040.0,14138.0,0.0,0.0,15.789591722875162
52.0,2,9.0,28.0,8,,,8.0,Колпино,27653.0,33439.0,0.0,1.0,15.176487367510099
33.0,1,9.0,18.0,2,,,6.0,Санкт-Петербург,38195.0,10667.0,0.0,1.0,15.024471202308668
52.0,2,12.0,31.0,8,,,8.0,Санкт-Петербург,37083.0,12604.0,1.0,0.0,15.631962802384313
42.0,1,16.0,14.7,16,,,14.0,Санкт-Петербург,43642.0,9496.0,0.0,0.0,15.501909696719672
91.2,3,4.0,62.0,3,,,10.6,Санкт-Петербург,36781.0,8791.0,1.0,3.0,16.29204904211537
27.2,1,4.0,12.1,4,,,6.7,Санкт-Петербург,22496.0,2846.0,2.0,3.0,15.068273812173887
44.6,2,5.0,28.5,1,,,6.0,Санкт-Петербург,11126.0,9959.0,0.0,0.0,15.163583966004193
67.3,2,17.0,31.6,8,,,11.1,Санкт-Петербург,30954.0,8248.0,0.0,2.0,16.15731646026544
33.0,1,9.0,,1,,,,Коммунар,,,,,14.316286451937186
32.0,1,25.0,17.0,18,,,9.0,посёлок Шушары,13456.0,19242.0,0.0,1.0,15.050982320047213
55.8,2,5.0,30.9,3,,,9.8,поселок Глажево,,,,,14.375126917328105
44.0,2,5.0,27.8,2,,,7.4,Санкт-Петербург,45383.0,12019.0,2.0,1.0,14.845130332288226
58.0,3,12.0,41.0,6,,,7.0,Санкт-Петербург,30030.0,7791.0,0.0,1.0,15.789591722875162
34.53,1,,11.0,13,,,,Санкт-Петербург,47303.0,25865.0,1.0,1.0,14.9560383230833
30.0,1,5.0,18.0,1,,,6.0,Выборг,,,,,14.187074804051692
60.0,2,14.0,35.0,3,,,12.0,деревня Кудрово,,,,,15.308414878861498
56.0,2,7.0,31.77,4,,,11.0,городской посёлок Янино-1,,,,,15.564710586686562
83.4,3,4.0,55.1,2,,,12.7,Санкт-Петербург,20342.0,1636.0,3.0,2.0,15.955576839107596
101.6,3,9.0,57.3,2,,,16.03,Отрадное,,,,,15.463977049710516
33.0,1,5.0,17.0,5,,,6.5,Сланцы,,,,,13.554147092530322
67.0,3,9.0,44.000004,7,,,8.0,Санкт-Петербург,10333.0,12688.0,1.0,0.0,15.710127563007966
33.6,1,25.0,15.3,1,,,9.2,Санкт-Петербург,9354.0,13149.0,1.0,1.0,15.414898336565054
85.4,3,8.0,52.1,4,,,11.4,Красное Село,27148.0,30573.0,0.0,0.0,15.501909696719672
89.4,3,13.0,50.0,10,,,14.8,Санкт-Петербург,29126.0,10790.0,1.0,0.0,16.75202352490869
94.0,3,18.0,45.0,11,,,18.0,Санкт-Петербург,17763.0,7348.0,1.0,0.0,16.287838509933596
33.0,1,6.0,18.0,4,,,7.0,Санкт-Петербург,45133.0,17371.0,0.0,0.0,14.962913328262083
50.4,2,5.0,30.7,1,,,8.7,городской посёлок Янино-1,,,,,14.914123179965662
49.0,2,5.0,29.0,5,,,8.0,Приморск,,,,,14.403297778421795
38.2,1,5.0,,1,,,,Санкт-Петербург,27250.0,5952.0,1.0,2.0,15.554220981849422
35.0,1,9.0,15.0,8,,,11.0,Пушкин,18271.0,32842.0,1.0,0.0,15.068273812173887
37.5,1,16.0,18.0,14,,,11.0,Санкт-Петербург,31148.0,12807.0,0.0,0.0,15.068273812173887
62.0,2,9.0,36.0,6,,,9.0,Санкт-Петербург,43561.0,13412.0,0.0,0.0,15.919644834185693
63.0,2,21.0,,2,,,19.0,Санкт-Петербург,35394.0,11243.0,0.0,0.0,15.341567078850604
55.0,2,5.0,29.0,5,,,9.0,деревня Кисельня,,,,,13.955273369904273
34.0,1,9.0,19.2,1,,,7.0,Всеволожск,,,,,14.80876270134486
39.2,1,24.0,17.6,10,,,11.1,Санкт-Петербург,33367.0,14445.0,0.0,0.0,15.226497775576945
185.0,5,3.0,,2,,,12.0,Санкт-Петербург,21919.0,467.0,2.0,3.0,16.447399470043365
103.4,3,4.0,57.5,2,,,14.1,Санкт-Петербург,22299.0,4019.0,1.0,0.0,16.108045416114916
43.0,1,25.0,16.5,9,,,12.5,Санкт-Петербург,54273.0,18766.0,0.0,1.0,15.142585824676148
52.0,2,9.0,31.0,8,,,9.0,Колпино,28350.0,34137.0,0.0,2.0,15.009433329466965
35.6,1,5.0,17.0,4,,,8.3,Выборг,,,,,14.669926311652166
45.0,2,5.0,27.0,3,,,6.0,Колпино,24532.0,30318.0,0.0,1.0,15.068273812173887
49.0,4,5.0,38.0,4,,,6.0,Санкт-Петербург,12217.0,13457.0,1.0,1.0,15.18922639004183
34.0,1,16.0,17.0,12,,,9.0,деревня Новое Девяткино,,,,,14.80876270134486
76.2,3,5.0,46.6,4,,,10.8,поселок Бугры,,,,,15.520258832020865
74.0,3,5.0,45.4,5,,,9.8,Санкт-Петербург,20717.0,936.0,3.0,2.0,16.256987736857138
32.4,1,9.0,18.9,5,,,6.0,Кингисепп,,,,,14.316286451937186
42.0,1,16.0,17.0,16,,,10.0,Санкт-Петербург,18446.0,21871.0,0.0,2.0,15.0824584431417
72.1,3,9.0,42.0,4,,,7.0,Кировск,,,,,15.068273812173887
77.0,3,6.0,46.0,6,,,15.0,Гатчина,,,,,15.49260730578806
71.0,3,10.0,42.3,1,,,11.7,Мурино,,,,,15.607270193858982
34.0,1,25.0,15.0,15,,,8.0,Санкт-Петербург,39423.0,16266.0,0.0,2.0,15.009433329466965
90.0,4,10.0,56.0,3,,,33.0,Санкт-Петербург,26300.0,14003.0,0.0,0.0,15.816990693309524
41.7,2,5.0,26.5,5,,,5.0,Санкт-Петербург,45176.0,11958.0,1.0,1.0,15.123843647884687
43.9,2,5.0,29.0,2,,,6.0,Красное Село,26169.0,29594.0,0.0,0.0,15.20155513789144
52.3,3,4.0,32.1,3,,,5.8,Петергоф,38959.0,34148.0,1.0,2.0,15.250595321348806
90.2,3,17.0,47.7,16,,,20.0,Санкт-Петербург,35580.0,15882.0,1.0,3.0,15.955576839107596
79.9,3,9.0,35.6,9,,,11.5,посёлок Шушары,19157.0,29401.0,0.0,1.0,15.49260730578806
38.0,1,24.0,15.8,23,,,10.0,Санкт-Петербург,7201.0,13417.0,1.0,0.0,15.573368647930426
70.0,3,23.0,40.0,3,,,12.0,Кудрово,,,,,15.575091300945118
45.5,2,5.0,,2,,,,Санкт-Петербург,18345.0,15906.0,2.0,1.0,15.068273812173887
62.0,3,5.0,35.7,1,,,7.5,Санкт-Петербург,14072.0,28644.0,0.0,0.0,15.394489469099211
39.2,1,14.0,20.2,13,,,8.5,Санкт-Петербург,35455.0,11356.0,0.0,2.0,15.363073279446223
54.0,2,11.0,29.0,11,,,10.0,Кудрово,,,,,15.123843647884687
40.8,1,7.0,20.8,7,,,10.3,Санкт-Петербург,13461.0,11490.0,0.0,1.0,15.29711532616119
56.8,3,4.0,39.7,2,,,7.2,посёлок Металлострой,24828.0,27794.0,0.0,0.0,15.137266664613225
64.5,3,9.0,39.9,7,,,9.6,Санкт-Петербург,15972.0,17224.0,0.0,0.0,15.60393129315088
34.36,1,5.0,10.0,2,,,,Санкт-Петербург,47325.0,25220.0,1.0,1.0,15.107143903527128
51.4,2,16.0,29.1,6,,,10.1,Санкт-Петербург,14809.0,13606.0,0.0,0.0,15.319588176962746
43.0,2,5.0,24.5,5,,,5.6,Отрадное,,,,,14.946912992035967
116.0,3,19.0,,19,,,,Санкт-Петербург,18941.0,4530.0,0.0,0.0,16.71142255148467
55.0,3,3.0,,1,,,,Красное Село,26202.0,29627.0,1.0,0.0,15.123843647884687
41.0,3,5.0,28.4,2,,,5.3,Санкт-Петербург,11813.0,10742.0,0.0,1.0,15.22893382978139
65.7,2,11.0,30.9,6,,,13.1,Санкт-Петербург,31364.0,5045.0,1.0,0.0,15.962610864940348
30.0,1,5.0,17.0,3,,,6.0,Приозерск,,,,,14.115615891155079
60.0,3,9.0,48.0,8,,,7.0,Санкт-Петербург,36627.0,11088.0,0.0,1.0,15.670244982848228
57.5,3,10.0,39.0,10,,,6.2,Санкт-Петербург,34594.0,12820.0,0.0,1.0,15.444751293772967
52.0,2,10.0,28.8,8,,,8.2,Санкт-Петербург,35412.0,15713.0,1.0,3.0,15.454507466814658
42.4,2,9.0,28.1,2,,,5.6,Санкт-Петербург,11733.0,13220.0,0.0,1.0,15.201805169084134
51.0,1,22.0,22.0,1,,,16.0,Санкт-Петербург,15402.0,14199.0,0.0,0.0,15.226497775576945
59.0,2,26.0,28.3,10,,,9.4,Санкт-Петербург,15238.0,13354.0,0.0,0.0,15.623799493077952
77.0,2,4.0,38.0,3,,,12.9,Санкт-Петербург,20510.0,1190.0,1.0,3.0,16.29204904211537
32.5,1,9.0,17.8,7,,,6.2,Санкт-Петербург,48272.0,17214.0,0.0,0.0,15.039286283703994
45.0,1,5.0,24.6,1,,,10.0,Санкт-Петербург,20392.0,1754.0,2.0,3.0,15.35237799261728
33.4,1,17.0,,9,,,,Санкт-Петербург,20895.0,16582.0,0.0,2.0,14.97239206922172
31.0,1,5.0,20.0,5,,,7.0,Санкт-Петербург,13956.0,10448.0,1.0,1.0,15.03634077434184
108.0,4,5.0,56.0,2,,,7.6,Санкт-Петербург,23071.0,4336.0,1.0,1.0,16.24031337217814
43.0,1,5.0,24.4,2,,,8.8,Санкт-Петербург,13547.0,9532.0,0.0,0.0,15.319588176962746
34.7,1,5.0,17.1,2,,,8.6,Приозерск,,,,,14.45736497045232
56.4,2,10.0,30.0,2,,,11.0,деревня Новое Девяткино,,,,,14.946912992035967
29.45,1,27.0,14.1,18,,,5.9,посёлок Парголово,53963.0,18129.0,0.0,0.0,14.88022163978423
74.2,4,9.0,49.5,3,,,6.8,Санкт-Петербург,43959.0,11738.0,1.0,0.0,15.663965528349177
48.0,2,16.0,38.0,8,,,8.0,Санкт-Петербург,33624.0,13492.0,0.0,0.0,15.739759356223798
46.4,1,16.0,18.0,5,,,11.5,Санкт-Петербург,9968.0,13344.0,0.0,0.0,15.607270193858982
52.0,2,6.0,34.0,2,,,9.0,Санкт-Петербург,42964.0,8480.0,1.0,0.0,15.444751293772967
36.8,1,10.0,17.7,9,,,8.2,Санкт-Петербург,35983.0,16285.0,0.0,0.0,15.308414878861498
74.0,3,6.0,56.0,3,,,,Санкт-Петербург,31006.0,3075.0,2.0,3.0,15.882373444019521
31.0,1,9.0,15.0,7,,,8.0,Санкт-Петербург,36448.0,10107.0,1.0,0.0,14.99416586199818
44.2,2,5.0,28.0,5,,,5.1,Санкт-Петербург,7472.0,17648.0,1.0,0.0,15.068273812173887
34.0,1,24.0,15.2,11,,,8.8,деревня Кудрово,,,,,15.068273812173887
44.2,2,5.0,,3,,,5.0,Коммунар,,,,,14.751604309291395
86.0,4,7.0,48.0,2,,,12.0,,11206.0,8943.0,0.0,0.0,16.195056784687036
70.4,3,22.0,40.0,11,,,12.0,посёлок Мурино,,,,,15.424948670398354
88.8,3,16.0,52.21,6,,,11.78,Санкт-Петербург,37407.0,8434.0,1.0,2.0,16.267887903769083
40.6,1,12.0,20.2,4,,,10.3,Санкт-Петербург,30101.0,10923.0,1.0,0.0,15.199302039492581
54.1,3,15.0,33.5,5,,,8.2,Санкт-Петербург,48908.0,16746.0,0.0,0.0,15.550699852070762
44.0,2,5.0,,4,,,6.0,Гатчина,,,,,15.068273812173887
46.5,1,10.0,19.0,10,,,17.0,Санкт-Петербург,33920.0,14221.0,1.0,2.0,15.226497775576945
34.4,1,16.0,15.8,15,,,9.1,Санкт-Петербург,10069.0,13445.0,0.0,0.0,15.434898999271326
50.7,2,25.0,28.6,8,,,10.0,Санкт-Петербург,43257.0,12015.0,0.0,0.0,15.598901945589025
73.8,3,5.0,42.9,2,,,10.0,посёлок Шушары,18446.0,31021.0,0.0,0.0,15.341567078850604
46.2,1,5.0,24.1,5,,,11.0,Шлиссельбург,,,,,14.914123179965662
42.6,2,4.0,29.8,3,,,5.2,городской посёлок Советский,,,,,14.403297778421795
122.1,5,6.0,66.6,3,,,17.1,Санкт-Петербург,22464.0,4184.0,1.0,0.0,16.256987736857138
24.0,1,16.0,14.9,15,,,5.0,поселок Мурино,,,,,14.75551820708067
170.7,4,5.0,82.05,4,,,35.1,Санкт-Петербург,24503.0,4909.0,1.0,0.0,16.916503387180256
81.4,2,5.0,55.7,5,,,9.8,Санкт-Петербург,24851.0,4418.0,1.0,3.0,16.001561947061912
31.0,1,5.0,17.1,4,,,6.0,Санкт-Петербург,42394.0,14897.0,0.0,0.0,14.878496014412317
33.1,1,26.0,15.0,1,,,8.7,Санкт-Петербург,45997.0,18721.0,0.0,0.0,15.201805169084134
35.0,1,19.0,,10,,,,Санкт-Петербург,39808.0,16121.0,0.0,1.0,15.096444681204078
32.2,1,9.0,17.7,7,,,6.2,Санкт-Петербург,18126.0,18033.0,1.0,1.0,14.88022163978423
60.0,3,9.0,39.0,7,,,7.0,Санкт-Петербург,12727.0,15318.0,0.0,0.0,15.46224444782028
51.0,2,10.0,30.4,6,,,9.0,Санкт-Петербург,34018.0,14320.0,1.0,2.0,15.605602137036527
33.0,1,9.0,16.5,2,,,8.4,Санкт-Петербург,18052.0,17960.0,1.0,0.0,14.862829903121964
78.8,3,12.0,46.2,10,,,14.9,Санкт-Петербург,31004.0,8159.0,0.0,2.0,16.105010512726782
76.9,2,15.0,37.4,2,,,14.9,Санкт-Петербург,13793.0,12526.0,0.0,0.0,16.066276007547106
22.0,1,16.0,14.0,13,,,,Санкт-Петербург,22943.0,11827.0,1.0,1.0,14.797589404908198
32.2,1,4.0,17.5,3,,,6.0,Волхов,,,,,13.825461878915961
52.2,2,25.0,26.2,1,,,11.6,поселок Бугры,,,,,15.090672500217407
54.2,2,9.0,31.1,4,,,8.8,Санкт-Петербург,25151.0,15984.0,0.0,0.0,15.46416937585933
36.1,1,17.0,18.0,5,,,8.7,Санкт-Петербург,33564.0,14616.0,0.0,1.0,15.317363482435562
50.0,2,12.0,31.0,5,,,7.0,Санкт-Петербург,46251.0,18975.0,1.0,0.0,15.501909696719672
82.7,3,14.0,31.0,4,,,35.0,Санкт-Петербург,14724.0,11414.0,1.0,1.0,15.967272877502799
56.0,3,5.0,38.0,2,,,6.5,Пушкин,15187.0,27341.0,0.0,0.0,15.483028870189733
42.0,2,5.0,27.0,3,,,6.0,Санкт-Петербург,42721.0,15225.0,0.0,0.0,15.201805169084134
45.0,1,16.0,20.0,10,,,12.0,Санкт-Петербург,15331.0,14127.0,0.0,0.0,15.238619133170708
87.0,1,25.0,,13,,,16.0,посёлок Шушары,12430.0,18217.0,0.0,0.0,15.29711532616119
42.0,2,3.0,,2,,,8.0,Волхов,,,,,14.266586814266963
43.0,2,5.0,28.0,1,,,5.0,Пушкин,14994.0,27147.0,0.0,0.0,15.150511887854474
64.1,2,10.0,35.7,7,,,14.2,Санкт-Петербург,32605.0,13704.0,0.0,1.0,15.671808704579888
43.4,2,4.0,31.2,1,,,5.6,Петергоф,36622.0,31811.0,2.0,3.0,15.009433329466965
44.0,3,5.0,35.0,3,,,5.0,Ломоносов,47943.0,51368.0,0.0,0.0,14.845130332288226
53.0,2,6.0,34.0,6,,,6.0,Санкт-Петербург,16980.0,7304.0,1.0,2.0,15.63033546298976
39.4,1,6.0,22.4,1,,,11.0,посёлок Шушары,17950.0,23737.0,0.0,1.0,14.790070575320824
61.0,3,5.0,,2,,,,Сясьстрой,,,,,14.626441218624949
66.0,1,7.0,25.0,7,,,35.0,Санкт-Петербург,,,,,16.733281344102608
34.0,1,15.0,17.0,10,,,8.0,Санкт-Петербург,11957.0,12501.0,0.0,0.0,15.088076433867828
78.0,3,27.0,45.4,27,,,10.8,посёлок Парголово,53134.0,19311.0,0.0,0.0,15.564710586686562
42.0,1,5.0,20.0,3,,,11.0,Всеволожск,,,,,14.77102238760702
62.7,3,10.0,,7,,,,Санкт-Петербург,33813.0,14114.0,0.0,1.0,15.748480340461642
80.0,2,4.0,36.0,2,,,15.0,Сестрорецк,54120.0,35219.0,0.0,0.0,15.88868261241667
74.0,3,4.0,62.0,1,,,12.0,Санкт-Петербург,21705.0,25129.0,0.0,1.0,15.607270193858982
42.0,1,15.0,19.0,6,,,10.0,Санкт-Петербург,43558.0,13138.0,0.0,0.0,15.663965528349177
62.0,2,10.0,,6,,,,посёлок Шушары,18427.0,24213.0,0.0,1.0,15.137266664613225
36.0,1,16.0,,9,,,,Санкт-Петербург,43685.0,9234.0,0.0,0.0,15.199302039492581
80.0,3,4.0,50.7,4,,,9.0,Санкт-Петербург,20923.0,1139.0,3.0,3.0,16.2962419200238
36.4,1,23.0,18.3,7,,,9.9,Санкт-Петербург,28959.0,10890.0,1.0,0.0,15.424748650435696
52.0,1,16.0,28.0,8,,,11.0,посёлок Мурино,,,,,15.274125813221904
50.0,2,5.0,28.0,4,,,9.0,деревня Новое Девяткино,,,,,15.039286283703994
31.7,1,12.0,16.18,10,,,7.0,Санкт-Петербург,33183.0,12258.0,1.0,0.0,14.978661680269907
35.0,1,16.0,11.0,10,,,16.0,Санкт-Петербург,10031.0,13330.0,1.0,0.0,15.363073279446223
47.0,1,5.0,18.0,2,,,14.0,Санкт-Петербург,33358.0,13171.0,0.0,2.0,15.483217567201578
48.0,1,22.0,16.0,22,,,18.0,посёлок Мурино,,,,,15.168765323403864
43.0,1,20.0,20.0,19,,,8.0,Санкт-Петербург,15654.0,7682.0,1.0,0.0,15.454507466814658
30.4,1,2.0,17.3,2,,,5.5,поселок городского типа Рахья,,,,,14.214287349062356
178.3,1,3.0,,1,,,41.6,,60195.0,41294.0,0.0,0.0,16.655883446501115
